0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 
1.000000000000000e-12 -1.577978037924098e-03 2.784862947552961e-03 1.278187895045174e-02 1.015556891340801e-02 
2.000000000000000e-12 -2.850192930081565e-03 1.619797905113108e-02 4.914201255110611e-02 4.775435668249179e-02 
3.000000000000000e-12 -3.061166344519696e-03 3.053145296094331e-02 8.301270684089691e-02 8.390481503493522e-02 
4.000000000000000e-12 -3.917789478241121e-03 4.207691213240099e-02 1.145588238497479e-01 1.169495677141173e-01 
5.000000000000000e-12 -4.555820458185812e-03 5.462322756971199e-02 1.472806944539528e-01 1.513040193992369e-01 
5.999999999999999e-12 -5.194647910606813e-03 6.732667649059337e-02 1.801064836350447e-01 1.859254497561050e-01 
6.999999999999999e-12 -5.820000675099504e-03 7.986247827230865e-02 2.129882343009301e-01 2.205270163939122e-01 
8.000000000000000e-12 -6.404466994738804e-03 9.251408735813121e-02 2.460818998543222e-01 2.554277781394772e-01 
9.000000000000000e-12 -6.947174509199979e-03 1.052522334490864e-01 2.794395832468176e-01 2.906276939698144e-01 
9.999999999999999e-12 -7.446844926235686e-03 1.180514165465222e-01 3.130584740853540e-01 3.261468457077060e-01 
1.100000000000000e-11 -7.888932899637623e-03 1.309484278601931e-01 3.470000705537757e-01 3.620563838012681e-01 
1.200000000000000e-11 -8.268401001669380e-03 1.439520536024148e-01 3.813075776226825e-01 3.984092984489275e-01 
1.300000000000000e-11 -8.575414199166048e-03 1.570745379378818e-01 4.160296260673216e-01 4.352678470203934e-01 
1.400000000000000e-11 -8.799056265104299e-03 1.703332096224002e-01 4.512215346706527e-01 4.727018777063697e-01 
1.500000000000000e-11 -8.927981957116556e-03 1.837448873846637e-01 4.869439099359276e-01 5.107891820576498e-01 
1.600000000000000e-11 -8.948566013674391e-03 1.973287298076890e-01 5.232647057698937e-01 5.496176974972132e-01 
1.700000000000000e-11 -8.845344528753595e-03 2.111062525269028e-01 5.602605404530644e-01 5.892879069510102e-01 
1.800000000000000e-11 -8.600226468036990e-03 2.251017887287765e-01 5.980189865963250e-01 6.299159513273427e-01 
1.900000000000000e-11 -8.191876980730456e-03 2.393431364106484e-01 6.366409875824341e-01 6.716375877182417e-01 
2.000000000000000e-11 -7.594793085002642e-03 2.538624683643261e-01 6.762443437377950e-01 7.146136184713955e-01 
2.100000000000000e-11 -5.211188414549283e-03 2.657601743431545e-01 7.032682282219662e-01 7.480009083096286e-01 
2.200000000000000e-11 -3.752404708588778e-03 2.664942266017772e-01 7.024598643187128e-01 7.493654779873352e-01 
2.300000000000000e-11 -4.734013405880070e-03 2.641004794354749e-01 6.992604794387436e-01 7.452837813883373e-01 
2.400000000000000e-11 -4.764044796966422e-03 2.644467515850280e-01 6.996249873026604e-01 7.455128145902491e-01 
2.500000000000000e-11 -4.628102614306700e-03 2.647325267026391e-01 6.999785473045539e-01 7.461438804045069e-01 
2.600000000000000e-11 -4.623873065923505e-03 2.646455677939383e-01 6.999468382220083e-01 7.460868866852697e-01 
2.700000000000000e-11 -4.671645013621201e-03 2.646093382763806e-01 6.998714684076232e-01 7.460203647592183e-01 
2.800000000000000e-11 -4.649310161624574e-03 2.646363151718785e-01 6.998961564411252e-01 7.460519179343036e-01 
2.900000000000000e-11 -4.652648419237713e-03 2.646322302858117e-01 6.999010395632151e-01 7.460619016952261e-01 
3.000000000000000e-11 -4.654628307866474e-03 2.646309672046458e-01 6.998975314025143e-01 7.460598394114789e-01 
3.100000000000000e-11 -4.653563656684827e-03 2.646315354404579e-01 6.998973669888519e-01 7.460612249523086e-01 
3.200000000000001e-11 -4.653754086062786e-03 2.646315688992528e-01 6.998978766436864e-01 7.460619104717345e-01 
3.300000000000001e-11 -4.653956983355927e-03 2.646314994576625e-01 6.998978474140387e-01 7.460624131432875e-01 
3.400000000000001e-11 -4.653816178574507e-03 2.646315672854255e-01 6.998978087594758e-01 7.460625155954563e-01 
3.500000000000001e-11 -4.653888718125075e-03 2.646315238297613e-01 6.998978034835399e-01 7.460626059195561e-01 
3.600000000000002e-11 -4.653874121237050e-03 2.646315437111700e-01 6.998978259033736e-01 7.460626811988250e-01 
3.700000000000002e-11 -4.653881685949636e-03 2.646315428105708e-01 6.998978179061480e-01 7.460627061996300e-01 
3.800000000000002e-11 -4.653879083529631e-03 2.646315410604272e-01 6.998978196683128e-01 7.460627219961046e-01 
3.900000000000003e-11 -4.653882164673340e-03 2.646315417913019e-01 6.998978202183693e-01 7.460627319482168e-01 
4.000000000000003e-11 -4.653881451156745e-03 2.646315424048864e-01 6.998978201002684e-01 7.460627365548326e-01 
4.100000000000003e-11 -4.653881891479390e-03 2.646315420262297e-01 6.998978203915933e-01 7.460627394416091e-01 
4.200000000000004e-11 -4.653881937487467e-03 2.646315421780566e-01 6.998978202910509e-01 7.460627408143311e-01 
4.300000000000004e-11 -4.653882041507627e-03 2.646315422158098e-01 6.998978203679981e-01 7.460627416733300e-01 
4.400000000000004e-11 -4.653882022309712e-03 2.646315421966375e-01 6.998978203821311e-01 7.460627421045530e-01 
4.500000000000004e-11 -4.653882068203519e-03 2.646315422100965e-01 6.998978203775316e-01 7.460627423468086e-01 
4.600000000000005e-11 -4.653882065384047e-03 2.646315422136670e-01 6.998978203871751e-01 7.460627424808045e-01 
4.700000000000005e-11 -4.653882073290651e-03 2.646315422139787e-01 6.998978203884619e-01 7.460627425528451e-01 
4.800000000000005e-11 -4.653882075447291e-03 2.646315422149106e-01 6.998978203893541e-01 7.460627425922637e-01 
4.900000000000006e-11 -4.653882077055815e-03 2.646315422155904e-01 6.998978203899741e-01 7.460627426142997e-01 
5.000000000000006e-11 -4.653882077697824e-03 2.646315422157546e-01 6.998978203905455e-01 7.460627426259200e-01 
5.100000000000006e-11 -4.653882078253567e-03 2.646315422158485e-01 6.998978203905599e-01 7.460627426325027e-01 
5.200000000000007e-11 -4.653882078422616e-03 2.646315422159846e-01 6.998978203907458e-01 7.460627426360233e-01 
5.300000000000007e-11 -4.653882078587729e-03 2.646315422159890e-01 6.998978203907708e-01 7.460627426379626e-01 
5.400000000000007e-11 -4.653882078641499e-03 2.646315422160254e-01 6.998978203908196e-01 7.460627426390263e-01 
5.500000000000008e-11 -4.653882078689063e-03 2.646315422160336e-01 6.998978203908244e-01 7.460627426396040e-01 
5.600000000000008e-11 -4.653882078706378e-03 2.646315422160415e-01 6.998978203908413e-01 7.460627426399220e-01 
5.700000000000008e-11 -4.653882078719457e-03 2.646315422160446e-01 6.998978203908433e-01 7.460627426400950e-01 
5.800000000000008e-11 -4.653882078725354e-03 2.646315422160471e-01 6.998978203908469e-01 7.460627426401896e-01 
5.900000000000008e-11 -4.653882078728923e-03 2.646315422160480e-01 6.998978203908486e-01 7.460627426402419e-01 
6.000000000000008e-11 -4.653882078730832e-03 2.646315422160488e-01 6.998978203908496e-01 7.460627426402701e-01 
6.100000000000007e-11 -4.653882078731815e-03 2.646315422160492e-01 6.998978203908500e-01 7.460627426402854e-01 
6.200000000000007e-11 -4.653882078732128e-03 2.646315422160493e-01 6.998978203908505e-01 7.460627426402938e-01 
6.300000000000007e-11 -4.653882078732483e-03 2.646315422160495e-01 6.998978203908508e-01 7.460627426402985e-01 
6.400000000000006e-11 -4.653882078732662e-03 2.646315422160495e-01 6.998978203908510e-01 7.460627426403009e-01 
6.500000000000006e-11 -4.653882078732565e-03 2.646315422160495e-01 6.998978203908511e-01 7.460627426403023e-01 
6.600000000000006e-11 -4.653882078732659e-03 2.646315422160495e-01 6.998978203908512e-01 7.460627426403029e-01 
6.700000000000005e-11 -4.653882078732641e-03 2.646315422160495e-01 6.998978203908512e-01 7.460627426403033e-01 
6.800000000000005e-11 -4.653882078732462e-03 2.646315422160495e-01 6.998978203908516e-01 7.460627426403033e-01 
6.900000000000005e-11 -4.653882078732412e-03 2.646315422160495e-01 6.998978203908516e-01 7.460627426403033e-01 
7.000000000000004e-11 -4.653882078732487e-03 2.646315422160495e-01 6.998978203908516e-01 7.460627426403033e-01 
7.100000000000004e-11 -4.653882078732491e-03 2.646315422160495e-01 6.998978203908516e-01 7.460627426403033e-01 
