time,"P(B1|XI19)","P(B2|XI19)","P(B5|XI19)","P(B6|XI19)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-12,4.383432e-03,9.488848e-04,-1.372283e-03,2.071529e-03
2.000000e-12,1.661309e-02,4.341958e-03,-3.974549e-03,1.145972e-02
3.000000e-12,2.747107e-02,8.025591e-03,-4.740198e-03,2.226179e-02
4.000000e-12,3.793001e-02,1.121589e-02,-5.579067e-03,3.182609e-02
5.000000e-12,4.873370e-02,1.452666e-02,-6.505829e-03,4.195716e-02
6.000000e-12,5.949232e-02,1.794195e-02,-7.390571e-03,5.204993e-02
7.000000e-12,7.023008e-02,2.127250e-02,-8.255877e-03,6.211625e-02
8.000000e-12,8.098791e-02,2.462373e-02,-9.134262e-03,7.219959e-02
9.000000e-12,9.175442e-02,2.798646e-02,-1.000372e-02,8.230437e-02
1.000000e-11,1.025294e-01,3.134158e-02,-1.086957e-02,9.241436e-02
1.100000e-11,1.133144e-01,3.470102e-02,-1.173093e-02,1.025408e-01
1.200000e-11,1.241121e-01,3.806333e-02,-1.258701e-02,1.126842e-01
1.300000e-11,1.349228e-01,4.142718e-02,-1.343723e-02,1.228449e-01
1.400000e-11,1.457478e-01,4.479387e-02,-1.428092e-02,1.330259e-01
1.500000e-11,1.565885e-01,4.816346e-02,-1.511753e-02,1.432286e-01
1.600000e-11,1.674461e-01,5.153607e-02,-1.594638e-02,1.534548e-01
1.700000e-11,1.783219e-01,5.491205e-02,-1.676681e-02,1.637067e-01
1.800000e-11,1.892173e-01,5.829162e-02,-1.757813e-02,1.739861e-01
1.900000e-11,2.001335e-01,6.167506e-02,-1.837965e-02,1.842950e-01
2.000000e-11,2.110720e-01,6.506263e-02,-1.917062e-02,1.946356e-01
2.100000e-11,2.220341e-01,6.845461e-02,-1.995031e-02,2.050100e-01
2.200000e-11,2.330212e-01,7.185128e-02,-2.071791e-02,2.154203e-01
2.300000e-11,2.440348e-01,7.525294e-02,-2.147263e-02,2.258688e-01
2.400000e-11,2.550764e-01,7.865987e-02,-2.221360e-02,2.363580e-01
2.500000e-11,2.661475e-01,8.207239e-02,-2.293995e-02,2.468901e-01
2.600000e-11,2.772496e-01,8.549082e-02,-2.365074e-02,2.574678e-01
2.700000e-11,2.883843e-01,8.891549e-02,-2.434500e-02,2.680935e-01
2.800000e-11,2.995532e-01,9.234675e-02,-2.502172e-02,2.787701e-01
2.900000e-11,3.107581e-01,9.578494e-02,-2.567983e-02,2.895004e-01
3.000000e-11,3.220007e-01,9.923044e-02,-2.631818e-02,3.002872e-01
3.100000e-11,3.332827e-01,1.026836e-01,-2.693559e-02,3.111337e-01
3.210000e-11,3.457407e-01,1.064915e-01,-2.758906e-02,3.231377e-01
3.310000e-11,3.571116e-01,1.099622e-01,-2.815830e-02,3.341202e-01
3.410000e-11,3.685279e-01,1.134419e-01,-2.870243e-02,3.451729e-01
3.510000e-11,3.799916e-01,1.169310e-01,-2.921994e-02,3.562996e-01
3.610000e-11,3.915049e-01,1.204301e-01,-2.970919e-02,3.675042e-01
3.710000e-11,4.030699e-01,1.239396e-01,-3.016847e-02,3.787909e-01
3.810000e-11,4.146889e-01,1.274602e-01,-3.059590e-02,3.901641e-01
3.910000e-11,4.263643e-01,1.309923e-01,-3.098950e-02,4.016286e-01
4.010000e-11,4.380987e-01,1.345366e-01,-3.134711e-02,4.131893e-01
4.110000e-11,4.498946e-01,1.380937e-01,-3.166643e-02,4.248515e-01
4.210000e-11,4.617548e-01,1.416643e-01,-3.194496e-02,4.366211e-01
4.310000e-11,4.736822e-01,1.452491e-01,-3.217997e-02,4.485040e-01
4.410000e-11,4.856796e-01,1.488489e-01,-3.236851e-02,4.605069e-01
4.510000e-11,4.977504e-01,1.524646e-01,-3.250738e-02,4.726367e-01
4.610000e-11,5.098979e-01,1.560970e-01,-3.259304e-02,4.849010e-01
4.710000e-11,5.221255e-01,1.597472e-01,-3.262165e-02,4.973082e-01
4.810000e-11,5.344371e-01,1.634161e-01,-3.258895e-02,5.098670e-01
4.910000e-11,5.468366e-01,1.671049e-01,-3.249023e-02,5.225873e-01
5.010000e-11,5.593157e-01,1.708126e-01,-3.231649e-02,5.354757e-01
5.110000e-11,5.662558e-01,1.733371e-01,-3.040477e-02,5.457668e-01
5.210000e-11,5.649624e-01,1.734459e-01,-2.803131e-02,5.476873e-01
5.310000e-11,5.646566e-01,1.731482e-01,-2.819093e-02,5.469029e-01
5.410000e-11,5.649526e-01,1.732487e-01,-2.828514e-02,5.471870e-01
5.510000e-11,5.649440e-01,1.733179e-01,-2.820547e-02,5.472551e-01
5.610000e-11,5.649090e-01,1.732651e-01,-2.819376e-02,5.472591e-01
5.710000e-11,5.649175e-01,1.732741e-01,-2.820970e-02,5.472450e-01
5.810000e-11,5.649217e-01,1.732823e-01,-2.820585e-02,5.472526e-01
5.910000e-11,5.649202e-01,1.732770e-01,-2.820495e-02,5.472558e-01
6.010000e-11,5.649194e-01,1.732777e-01,-2.820625e-02,5.472539e-01
6.110000e-11,5.649200e-01,1.732785e-01,-2.820574e-02,5.472549e-01
6.210000e-11,5.649201e-01,1.732781e-01,-2.820593e-02,5.472550e-01
6.310000e-11,5.649199e-01,1.732781e-01,-2.820596e-02,5.472551e-01
6.410000e-11,5.649200e-01,1.732782e-01,-2.820593e-02,5.472551e-01
6.510000e-11,5.649200e-01,1.732781e-01,-2.820595e-02,5.472551e-01
6.610000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
6.710000e-11,5.649200e-01,1.732781e-01,-2.820595e-02,5.472551e-01
6.810000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
6.910000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
7.010000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
7.110000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
7.210000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
7.310000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
7.410000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
7.510000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
7.610000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
7.710000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
7.810000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
7.910000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
8.000000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
8.100000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
8.200000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
8.300000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
8.400000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
8.500000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
8.600000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
8.700000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
8.800000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
8.900000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
9.000000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
9.100000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
9.200000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
9.300000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
9.400000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
9.500000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
9.600000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
9.700000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
9.800000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
9.900000e-11,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
1.000000e-10,5.649200e-01,1.732781e-01,-2.820596e-02,5.472551e-01
1.010000e-10,5.649204e-01,1.732786e-01,-2.820108e-02,5.472572e-01
1.020000e-10,5.649440e-01,1.733031e-01,-2.795621e-02,5.473672e-01
1.030000e-10,5.651595e-01,1.735169e-01,-2.592100e-02,5.483201e-01
1.040000e-10,5.658309e-01,1.741469e-01,-2.008223e-02,5.511800e-01
1.050000e-10,5.670921e-01,1.752940e-01,-9.666814e-03,5.564666e-01
1.060000e-10,5.696077e-01,1.776143e-01,1.131742e-02,5.670627e-01
1.070000e-10,5.749551e-01,1.825611e-01,5.642531e-02,5.897583e-01
1.080000e-10,5.858209e-01,1.925252e-01,1.471449e-01,6.360878e-01
1.090000e-10,6.075697e-01,2.124394e-01,3.300658e-01,7.306751e-01
1.100000e-10,6.485534e-01,2.493677e-01,6.837817e-01,9.167766e-01
1.110000e-10,7.245958e-01,3.167822e-01,1.451390e+00,1.304114e+00
1.120000e-10,7.482445e-01,3.216030e-01,2.460901e+00,1.657900e+00
1.130000e-10,6.352991e-01,2.162321e-01,3.505149e+00,1.413361e+00
1.140000e-10,5.767611e-01,1.836652e-01,5.905232e+00,8.243324e-01
1.150000e-10,5.468753e-01,1.568333e-01,6.635287e+00,3.524584e-01
1.160000e-10,5.732402e-01,1.833934e-01,6.172527e+00,5.622764e-01
1.170000e-10,5.642996e-01,1.706175e-01,6.227382e+00,5.872493e-01
1.180000e-10,5.626085e-01,1.715147e-01,6.271437e+00,5.277153e-01
1.190000e-10,5.665864e-01,1.755152e-01,6.257704e+00,5.487738e-01
1.200000e-10,5.645324e-01,1.722299e-01,6.249616e+00,5.492291e-01
1.210000e-10,5.648184e-01,1.734348e-01,6.257094e+00,5.468240e-01
1.220000e-10,5.649632e-01,1.733567e-01,6.254772e+00,5.468345e-01
1.230000e-10,5.649777e-01,1.732487e-01,6.254903e+00,5.475691e-01
1.240000e-10,5.648651e-01,1.732577e-01,6.254944e+00,5.471762e-01
1.250000e-10,5.649362e-01,1.732996e-01,6.255042e+00,5.472528e-01
1.260000e-10,5.649237e-01,1.732707e-01,6.254951e+00,5.472583e-01
1.270000e-10,5.649160e-01,1.732781e-01,6.254984e+00,5.472595e-01
1.280000e-10,5.649206e-01,1.732793e-01,6.254981e+00,5.472521e-01
1.290000e-10,5.649209e-01,1.732778e-01,6.254979e+00,5.472563e-01
1.300000e-10,5.649197e-01,1.732782e-01,6.254980e+00,5.472556e-01
1.310000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472553e-01
1.320000e-10,5.649202e-01,1.732782e-01,6.254980e+00,5.472555e-01
1.330000e-10,5.649200e-01,1.732782e-01,6.254980e+00,5.472554e-01
1.340000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472555e-01
1.350000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472554e-01
1.360000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472555e-01
1.370000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472554e-01
1.380000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472555e-01
1.390000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472554e-01
1.400000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472555e-01
1.410000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472554e-01
1.420000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472554e-01
1.430000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472554e-01
1.440000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472554e-01
1.450000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472554e-01
1.460000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472554e-01
1.470000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472554e-01
1.480000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472554e-01
1.490000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472554e-01
1.500000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472554e-01
1.510000e-10,8.255039e-01,8.156322e-02,6.331194e+00,4.782921e-01
1.520000e-10,1.279110e+00,-1.058799e-01,6.363893e+00,4.212576e-01
1.530000e-10,1.301685e+00,-1.917639e-02,6.312123e+00,4.775632e-01
1.540000e-10,1.274559e+00,5.547158e-03,6.351184e+00,4.427029e-01
1.550000e-10,1.258967e+00,-3.470116e-02,6.338350e+00,4.497323e-01
1.560000e-10,1.252673e+00,-2.161308e-02,6.338777e+00,4.522367e-01
1.570000e-10,1.254664e+00,-2.052804e-02,6.339708e+00,4.502001e-01
1.580000e-10,1.257122e+00,-2.336877e-02,6.340055e+00,4.504286e-01
1.590000e-10,1.256905e+00,-2.194332e-02,6.339475e+00,4.505493e-01
1.600000e-10,1.256575e+00,-2.210961e-02,6.339600e+00,4.507100e-01
1.610000e-10,1.256595e+00,-2.231766e-02,6.339728e+00,4.504754e-01
1.620000e-10,1.256565e+00,-2.221028e-02,6.339621e+00,4.506004e-01
1.630000e-10,1.256587e+00,-2.221024e-02,6.339653e+00,4.505695e-01
1.640000e-10,1.256596e+00,-2.223371e-02,6.339656e+00,4.505666e-01
1.650000e-10,1.256591e+00,-2.222051e-02,6.339650e+00,4.505722e-01
1.660000e-10,1.256591e+00,-2.222240e-02,6.339651e+00,4.505702e-01
1.670000e-10,1.256591e+00,-2.222459e-02,6.339652e+00,4.505704e-01
1.680000e-10,1.256591e+00,-2.222296e-02,6.339651e+00,4.505704e-01
1.690000e-10,1.256591e+00,-2.222337e-02,6.339651e+00,4.505706e-01
1.700000e-10,1.256591e+00,-2.222347e-02,6.339651e+00,4.505704e-01
1.710000e-10,1.256591e+00,-2.222335e-02,6.339651e+00,4.505705e-01
1.720000e-10,1.256591e+00,-2.222338e-02,6.339651e+00,4.505704e-01
1.730000e-10,1.256591e+00,-2.222339e-02,6.339651e+00,4.505705e-01
1.740000e-10,1.256591e+00,-2.222338e-02,6.339651e+00,4.505705e-01
1.750000e-10,1.256591e+00,-2.222338e-02,6.339651e+00,4.505705e-01
1.760000e-10,1.256591e+00,-2.222338e-02,6.339651e+00,4.505705e-01
1.770000e-10,1.256591e+00,-2.222338e-02,6.339651e+00,4.505705e-01
1.780000e-10,1.256591e+00,-2.222338e-02,6.339651e+00,4.505705e-01
1.790000e-10,1.256591e+00,-2.222338e-02,6.339651e+00,4.505705e-01
1.800000e-10,1.256591e+00,-2.222338e-02,6.339651e+00,4.505705e-01
1.810000e-10,9.705246e-01,6.953128e-02,6.264015e+00,5.185911e-01
1.820000e-10,4.646234e-01,2.532181e-01,6.236021e+00,5.723053e-01
1.830000e-10,5.527405e-01,1.585562e-01,6.272483e+00,5.284998e-01
1.840000e-10,5.786880e-01,1.551508e-01,6.244632e+00,5.562924e-01
1.850000e-10,5.628495e-01,1.895029e-01,6.259262e+00,5.444689e-01
1.860000e-10,5.642635e-01,1.682391e-01,6.253423e+00,5.477129e-01
1.870000e-10,5.652927e-01,1.724222e-01,6.255649e+00,5.472841e-01
1.880000e-10,5.646098e-01,1.747109e-01,6.254621e+00,5.471912e-01
1.890000e-10,5.652047e-01,1.727906e-01,6.255154e+00,5.473232e-01
1.900000e-10,5.648092e-01,1.732147e-01,6.254924e+00,5.471847e-01
1.910000e-10,5.648934e-01,1.734043e-01,6.254983e+00,5.473122e-01
1.920000e-10,5.649694e-01,1.732324e-01,6.254989e+00,5.472219e-01
1.930000e-10,5.648997e-01,1.732743e-01,6.254975e+00,5.472701e-01
1.940000e-10,5.649193e-01,1.732901e-01,6.254982e+00,5.472507e-01
1.950000e-10,5.649245e-01,1.732722e-01,6.254980e+00,5.472567e-01
1.960000e-10,5.649185e-01,1.732794e-01,6.254980e+00,5.472551e-01
1.970000e-10,5.649198e-01,1.732786e-01,6.254980e+00,5.472556e-01
1.980000e-10,5.649206e-01,1.732778e-01,6.254980e+00,5.472554e-01
1.990000e-10,5.649199e-01,1.732784e-01,6.254980e+00,5.472554e-01
2.000000e-10,5.649201e-01,1.732782e-01,6.254980e+00,5.472555e-01
2.010000e-10,5.649205e-01,1.732786e-01,6.254985e+00,5.472575e-01
2.020000e-10,5.649440e-01,1.733032e-01,6.255230e+00,5.473675e-01
2.030000e-10,5.651596e-01,1.735170e-01,6.257265e+00,5.483204e-01
2.040000e-10,5.658310e-01,1.741470e-01,6.263104e+00,5.511806e-01
2.050000e-10,5.670925e-01,1.752944e-01,6.273522e+00,5.564683e-01
2.060000e-10,5.696088e-01,1.776153e-01,6.294512e+00,5.670674e-01
2.070000e-10,5.749577e-01,1.825635e-01,6.339633e+00,5.897694e-01
2.080000e-10,5.858262e-01,1.925300e-01,6.430375e+00,6.361107e-01
2.090000e-10,6.075809e-01,2.124496e-01,6.613346e+00,7.307242e-01
2.100000e-10,6.485735e-01,2.493857e-01,6.967148e+00,9.168713e-01
2.110000e-10,7.246286e-01,3.168098e-01,7.734962e+00,1.304300e+00
2.120000e-10,7.482181e-01,3.215710e-01,8.744413e+00,1.657925e+00
2.130000e-10,6.352616e-01,2.162054e-01,9.788918e+00,1.413185e+00
2.140000e-10,5.767460e-01,1.836547e-01,1.218934e+01,8.240809e-01
2.150000e-10,5.468766e-01,1.568348e-01,1.291825e+01,3.524324e-01
2.160000e-10,5.732469e-01,1.833991e-01,1.245568e+01,5.623637e-01
2.170000e-10,5.642931e-01,1.706105e-01,1.251060e+01,5.872088e-01
2.180000e-10,5.626119e-01,1.715193e-01,1.255463e+01,5.277189e-01
2.190000e-10,5.665857e-01,1.755136e-01,1.254088e+01,5.487781e-01
2.200000e-10,5.645323e-01,1.722300e-01,1.253281e+01,5.492282e-01
2.210000e-10,5.648185e-01,1.734351e-01,1.254028e+01,5.468237e-01
2.220000e-10,5.649633e-01,1.733567e-01,1.253796e+01,5.468353e-01
2.230000e-10,5.649777e-01,1.732487e-01,1.253809e+01,5.475693e-01
2.240000e-10,5.648652e-01,1.732578e-01,1.253813e+01,5.471765e-01
2.250000e-10,5.649363e-01,1.732997e-01,1.253823e+01,5.472531e-01
2.260000e-10,5.649238e-01,1.732708e-01,1.253814e+01,5.472586e-01
2.270000e-10,5.649160e-01,1.732782e-01,1.253817e+01,5.472599e-01
2.280000e-10,5.649206e-01,1.732794e-01,1.253817e+01,5.472524e-01
2.290000e-10,5.649209e-01,1.732778e-01,1.253817e+01,5.472566e-01
2.300000e-10,5.649197e-01,1.732783e-01,1.253817e+01,5.472559e-01
2.310000e-10,5.649201e-01,1.732783e-01,1.253817e+01,5.472556e-01
2.320000e-10,5.649203e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.330000e-10,5.649201e-01,1.732783e-01,1.253817e+01,5.472557e-01
2.340000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.350000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472557e-01
2.360000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.370000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472557e-01
2.380000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.390000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.400000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.410000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.420000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.430000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.440000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.450000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.460000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.470000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.480000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.490000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.500000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
2.510000e-10,8.289775e-01,8.035136e-02,1.261539e+01,4.773834e-01
2.520000e-10,1.290083e+00,-1.096235e-01,1.264841e+01,4.197317e-01
2.530000e-10,1.316630e+00,-2.177117e-02,1.259552e+01,4.772043e-01
2.540000e-10,1.290829e+00,3.901306e-03,1.263531e+01,4.417638e-01
2.550000e-10,1.274700e+00,-3.683889e-02,1.262241e+01,4.487304e-01
2.560000e-10,1.267478e+00,-2.383708e-02,1.262272e+01,4.513893e-01
2.570000e-10,1.269108e+00,-2.273102e-02,1.262372e+01,4.492865e-01
2.580000e-10,1.271659e+00,-2.560718e-02,1.262407e+01,4.495026e-01
2.590000e-10,1.271573e+00,-2.415442e-02,1.262348e+01,4.496326e-01
2.600000e-10,1.271266e+00,-2.431253e-02,1.262360e+01,4.498003e-01
2.610000e-10,1.271271e+00,-2.452547e-02,1.262373e+01,4.495604e-01
2.620000e-10,1.271230e+00,-2.441978e-02,1.262363e+01,4.496862e-01
2.630000e-10,1.271251e+00,-2.441942e-02,1.262366e+01,4.496559e-01
2.640000e-10,1.271261e+00,-2.444282e-02,1.262366e+01,4.496525e-01
2.650000e-10,1.271257e+00,-2.442952e-02,1.262365e+01,4.496582e-01
2.660000e-10,1.271257e+00,-2.443133e-02,1.262366e+01,4.496562e-01
2.670000e-10,1.271257e+00,-2.443359e-02,1.262366e+01,4.496565e-01
2.680000e-10,1.271257e+00,-2.443197e-02,1.262366e+01,4.496564e-01
2.690000e-10,1.271257e+00,-2.443237e-02,1.262366e+01,4.496566e-01
2.700000e-10,1.271257e+00,-2.443247e-02,1.262366e+01,4.496564e-01
2.710000e-10,1.271257e+00,-2.443235e-02,1.262366e+01,4.496565e-01
2.720000e-10,1.271257e+00,-2.443238e-02,1.262366e+01,4.496565e-01
2.730000e-10,1.271257e+00,-2.443239e-02,1.262366e+01,4.496565e-01
2.740000e-10,1.271257e+00,-2.443238e-02,1.262366e+01,4.496565e-01
2.750000e-10,1.271257e+00,-2.443238e-02,1.262366e+01,4.496565e-01
2.760000e-10,1.271257e+00,-2.443238e-02,1.262366e+01,4.496565e-01
2.770000e-10,1.271257e+00,-2.443238e-02,1.262366e+01,4.496565e-01
2.780000e-10,1.271257e+00,-2.443238e-02,1.262366e+01,4.496565e-01
2.790000e-10,1.271257e+00,-2.443238e-02,1.262366e+01,4.496565e-01
2.800000e-10,1.271257e+00,-2.443238e-02,1.262366e+01,4.496565e-01
2.810000e-10,9.806079e-01,6.853754e-02,1.254703e+01,5.185605e-01
2.820000e-10,4.633414e-01,2.545424e-01,1.251891e+01,5.727452e-01
2.830000e-10,5.519690e-01,1.582164e-01,1.255599e+01,5.281591e-01
2.840000e-10,5.790386e-01,1.548422e-01,1.252764e+01,5.564403e-01
2.850000e-10,5.628691e-01,1.898056e-01,1.254251e+01,5.444347e-01
2.860000e-10,5.642220e-01,1.681504e-01,1.253659e+01,5.477149e-01
2.870000e-10,5.652976e-01,1.723987e-01,1.253884e+01,5.472866e-01
2.880000e-10,5.646097e-01,1.747407e-01,1.253780e+01,5.471901e-01
2.890000e-10,5.652088e-01,1.727821e-01,1.253834e+01,5.473246e-01
2.900000e-10,5.648069e-01,1.732126e-01,1.253811e+01,5.471838e-01
2.910000e-10,5.648932e-01,1.734070e-01,1.253817e+01,5.473135e-01
2.920000e-10,5.649704e-01,1.732317e-01,1.253817e+01,5.472216e-01
2.930000e-10,5.648994e-01,1.732742e-01,1.253816e+01,5.472707e-01
2.940000e-10,5.649193e-01,1.732904e-01,1.253817e+01,5.472509e-01
2.950000e-10,5.649246e-01,1.732722e-01,1.253817e+01,5.472570e-01
2.960000e-10,5.649185e-01,1.732795e-01,1.253817e+01,5.472554e-01
2.970000e-10,5.649198e-01,1.732787e-01,1.253817e+01,5.472559e-01
2.980000e-10,5.649207e-01,1.732778e-01,1.253817e+01,5.472557e-01
2.990000e-10,5.649200e-01,1.732784e-01,1.253817e+01,5.472557e-01
3.000000e-10,5.649202e-01,1.732783e-01,1.253817e+01,5.472558e-01
3.010000e-10,5.649206e-01,1.732787e-01,1.253817e+01,5.472578e-01
3.020000e-10,5.649441e-01,1.733033e-01,1.253842e+01,5.473678e-01
3.030000e-10,5.651597e-01,1.735170e-01,1.254045e+01,5.483208e-01
3.040000e-10,5.658312e-01,1.741472e-01,1.254629e+01,5.511812e-01
3.050000e-10,5.670929e-01,1.752948e-01,1.255671e+01,5.564700e-01
3.060000e-10,5.696099e-01,1.776164e-01,1.257771e+01,5.670721e-01
3.070000e-10,5.749603e-01,1.825659e-01,1.262284e+01,5.897805e-01
3.080000e-10,5.858315e-01,1.925349e-01,1.271360e+01,6.361336e-01
3.090000e-10,6.075921e-01,2.124598e-01,1.289663e+01,7.307733e-01
3.100000e-10,6.485935e-01,2.494037e-01,1.325051e+01,9.169661e-01
3.110000e-10,7.246614e-01,3.168374e-01,1.401853e+01,1.304486e+00
3.120000e-10,7.481917e-01,3.215390e-01,1.502792e+01,1.657949e+00
3.130000e-10,6.352241e-01,2.161786e-01,1.607269e+01,1.413009e+00
3.140000e-10,5.767308e-01,1.836442e-01,1.847345e+01,8.238295e-01
3.150000e-10,5.468779e-01,1.568364e-01,1.920121e+01,3.524066e-01
3.160000e-10,5.732537e-01,1.834048e-01,1.873883e+01,5.624510e-01
3.170000e-10,5.642867e-01,1.706036e-01,1.879381e+01,5.871684e-01
3.180000e-10,5.626153e-01,1.715240e-01,1.883782e+01,5.277226e-01
3.190000e-10,5.665850e-01,1.755120e-01,1.882406e+01,5.487823e-01
3.200000e-10,5.645323e-01,1.722302e-01,1.881600e+01,5.492274e-01
3.210000e-10,5.648187e-01,1.734354e-01,1.882347e+01,5.468234e-01
3.220000e-10,5.649635e-01,1.733566e-01,1.882114e+01,5.468361e-01
3.230000e-10,5.649777e-01,1.732488e-01,1.882128e+01,5.475695e-01
3.240000e-10,5.648653e-01,1.732579e-01,1.882132e+01,5.471767e-01
3.250000e-10,5.649364e-01,1.732997e-01,1.882141e+01,5.472534e-01
3.260000e-10,5.649238e-01,1.732709e-01,1.882132e+01,5.472589e-01
3.270000e-10,5.649161e-01,1.732783e-01,1.882136e+01,5.472602e-01
3.280000e-10,5.649207e-01,1.732795e-01,1.882135e+01,5.472527e-01
3.290000e-10,5.649210e-01,1.732779e-01,1.882135e+01,5.472569e-01
3.300000e-10,5.649198e-01,1.732784e-01,1.882135e+01,5.472562e-01
3.310000e-10,5.649202e-01,1.732784e-01,1.882135e+01,5.472559e-01
3.320000e-10,5.649203e-01,1.732783e-01,1.882135e+01,5.472561e-01
3.330000e-10,5.649202e-01,1.732783e-01,1.882135e+01,5.472560e-01
3.340000e-10,5.649202e-01,1.732783e-01,1.882135e+01,5.472561e-01
3.350000e-10,5.649202e-01,1.732783e-01,1.882135e+01,5.472560e-01
3.360000e-10,5.649202e-01,1.732783e-01,1.882135e+01,5.472561e-01
3.370000e-10,5.649202e-01,1.732783e-01,1.882135e+01,5.472561e-01
3.380000e-10,5.649202e-01,1.732783e-01,1.882135e+01,5.472561e-01
3.390000e-10,5.649202e-01,1.732783e-01,1.882135e+01,5.472561e-01
3.400000e-10,5.649202e-01,1.732783e-01,1.882135e+01,5.472561e-01
3.410000e-10,5.649202e-01,1.732783e-01,1.882135e+01,5.472561e-01
3.420000e-10,5.649202e-01,1.732783e-01,1.882135e+01,5.472561e-01
3.430000e-10,5.649202e-01,1.732783e-01,1.882135e+01,5.472561e-01
