time,"P(B1|XI19)","P(B2|XI19)","P(B5|XI19)","P(B6|XI19)"
8.060000e-10,6.852801e+00,6.460807e+00,2.514413e+01,1.941665e+01
8.070000e-10,6.858159e+00,6.465763e+00,2.518932e+01,1.943939e+01
8.080000e-10,6.869043e+00,6.475745e+00,2.528020e+01,1.948580e+01
8.090000e-10,6.890833e+00,6.495696e+00,2.546347e+01,1.958057e+01
8.100000e-10,6.931879e+00,6.532679e+00,2.581779e+01,1.976700e+01
8.110000e-10,7.008011e+00,6.600161e+00,2.658684e+01,2.015497e+01
8.120000e-10,7.031245e+00,6.604564e+00,2.759592e+01,2.050763e+01
8.130000e-10,6.918222e+00,6.499231e+00,2.864198e+01,2.026169e+01
8.140000e-10,6.859840e+00,6.466777e+00,3.104442e+01,1.967213e+01
8.150000e-10,6.830070e+00,6.440030e+00,3.176647e+01,1.920184e+01
8.160000e-10,6.856473e+00,6.466618e+00,3.130505e+01,1.941244e+01
8.170000e-10,6.847440e+00,6.453754e+00,3.136032e+01,1.943652e+01
8.180000e-10,6.845818e+00,6.454733e+00,3.140422e+01,1.937730e+01
8.190000e-10,6.849767e+00,6.458689e+00,3.139038e+01,1.939836e+01
8.200000e-10,6.847717e+00,6.455416e+00,3.138239e+01,1.939878e+01
8.210000e-10,6.848005e+00,6.456622e+00,3.138984e+01,1.939638e+01
8.220000e-10,6.848149e+00,6.456542e+00,3.138751e+01,1.939640e+01
8.230000e-10,6.848163e+00,6.456434e+00,3.138765e+01,1.939713e+01
8.240000e-10,6.848051e+00,6.456444e+00,3.138769e+01,1.939673e+01
8.250000e-10,6.848122e+00,6.456485e+00,3.138779e+01,1.939681e+01
8.260000e-10,6.848109e+00,6.456456e+00,3.138770e+01,1.939682e+01
8.270000e-10,6.848102e+00,6.456464e+00,3.138773e+01,1.939682e+01
8.280000e-10,6.848106e+00,6.456465e+00,3.138773e+01,1.939681e+01
8.290000e-10,6.848107e+00,6.456464e+00,3.138772e+01,1.939681e+01
8.300000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.310000e-10,6.848106e+00,6.456464e+00,3.138772e+01,1.939681e+01
8.320000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.330000e-10,6.848106e+00,6.456464e+00,3.138772e+01,1.939681e+01
8.340000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.350000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.360000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.370000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.380000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.390000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.400000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.410000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.420000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.430000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.440000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.450000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.460000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.470000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.480000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.490000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.500000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.510000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.520000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.530000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.540000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.550000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.560000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.570000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.580000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.590000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.600000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.610000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.620000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.630000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.640000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.650000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.660000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.670000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.680000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.690000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.700000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.710000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.720000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.730000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.740000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.750000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.760000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.770000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.780000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.790000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.800000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.810000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.820000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.830000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.840000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.850000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.860000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.870000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.880000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.890000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.900000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.910000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.920000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.930000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.940000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.950000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.960000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.970000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.980000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
8.990000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
9.000000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939681e+01
9.010000e-10,6.848106e+00,6.456464e+00,3.138773e+01,1.939682e+01
9.020000e-10,6.848130e+00,6.456489e+00,3.138797e+01,1.939693e+01
9.030000e-10,6.848346e+00,6.456703e+00,3.139001e+01,1.939788e+01
9.040000e-10,6.849017e+00,6.457333e+00,3.139585e+01,1.940074e+01
9.050000e-10,6.850281e+00,6.458482e+00,3.140629e+01,1.940604e+01
9.060000e-10,6.852802e+00,6.460808e+00,3.142732e+01,1.941666e+01
9.070000e-10,6.858161e+00,6.465766e+00,3.147253e+01,1.943940e+01
9.080000e-10,6.869049e+00,6.475749e+00,3.156343e+01,1.948583e+01
9.090000e-10,6.890844e+00,6.495706e+00,3.174675e+01,1.958062e+01
9.100000e-10,6.931899e+00,6.532697e+00,3.210116e+01,1.976709e+01
9.110000e-10,7.008043e+00,6.600188e+00,3.287041e+01,2.015516e+01
9.120000e-10,7.031218e+00,6.604532e+00,3.387944e+01,2.050765e+01
9.130000e-10,6.918185e+00,6.499204e+00,3.492575e+01,2.026151e+01
9.140000e-10,6.859825e+00,6.466767e+00,3.732852e+01,1.967188e+01
9.150000e-10,6.830071e+00,6.440031e+00,3.804943e+01,1.920181e+01
9.160000e-10,6.856479e+00,6.466624e+00,3.758820e+01,1.941253e+01
9.170000e-10,6.847434e+00,6.453748e+00,3.764353e+01,1.943648e+01
9.180000e-10,6.845821e+00,6.454737e+00,3.768741e+01,1.937730e+01
9.190000e-10,6.849766e+00,6.458688e+00,3.767356e+01,1.939836e+01
9.200000e-10,6.847717e+00,6.455416e+00,3.766558e+01,1.939878e+01
9.210000e-10,6.848005e+00,6.456623e+00,3.767303e+01,1.939638e+01
9.220000e-10,6.848150e+00,6.456542e+00,3.767070e+01,1.939640e+01
9.230000e-10,6.848163e+00,6.456434e+00,3.767084e+01,1.939713e+01
9.240000e-10,6.848051e+00,6.456444e+00,3.767088e+01,1.939673e+01
9.250000e-10,6.848122e+00,6.456485e+00,3.767097e+01,1.939681e+01
9.260000e-10,6.848110e+00,6.456457e+00,3.767088e+01,1.939682e+01
9.270000e-10,6.848102e+00,6.456464e+00,3.767092e+01,1.939682e+01
9.280000e-10,6.848106e+00,6.456465e+00,3.767091e+01,1.939681e+01
9.290000e-10,6.848107e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.300000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.310000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.320000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.330000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.340000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.350000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.360000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.370000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.380000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.390000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.400000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.410000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.420000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.430000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.440000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.450000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.460000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.470000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.480000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.490000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.500000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.510000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.520000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.530000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.540000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.550000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.560000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.570000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.580000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.590000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.600000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.610000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.621000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.631000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.641000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.651000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.661000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.671000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.681000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.691000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.701000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.711000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.721000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.731000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.741000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.751000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.761000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.771000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.781000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.791000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.801000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.811000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.821000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.831000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.841000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.851000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.861000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.871000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.881000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.891000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.901000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.911000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.921000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.931000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.941000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.951000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.961000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.971000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.981000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
9.991000e-10,6.848106e+00,6.456464e+00,3.767091e+01,1.939681e+01
