time,"P(B2)","P(B5)","P(B8)","P(B11)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.000000e-13,-3.078881e-05,3.220210e-05,1.909670e-04,1.049470e-04
4.000000e-13,-1.843008e-04,2.123622e-04,1.212598e-03,7.526411e-04
6.000000e-13,-5.210330e-04,6.796789e-04,3.647028e-03,2.511064e-03
8.000000e-13,-1.019770e-03,1.551130e-03,7.677572e-03,5.762483e-03
1.000000e-12,-1.593038e-03,2.908356e-03,1.312987e-02,1.057960e-02
1.200000e-12,-2.129044e-03,4.786996e-03,1.963738e-02,1.676503e-02
1.400000e-12,-2.535701e-03,7.165659e-03,2.679364e-02,2.396031e-02
1.600000e-12,-2.770259e-03,9.962972e-03,3.424902e-02,3.175963e-02
1.800000e-12,-2.846257e-03,1.304855e-02,4.175010e-02,3.979612e-02
2.000000e-12,-2.819496e-03,1.626696e-02,4.913839e-02,4.779095e-02
2.200000e-12,-2.762213e-03,1.946795e-02,5.632992e-02,5.556886e-02
2.400000e-12,-2.737080e-03,2.253403e-02,6.329253e-02,6.304979e-02
2.600000e-12,-2.780165e-03,2.539783e-02,7.002927e-02,7.022761e-02
2.800000e-12,-2.896687e-03,2.804565e-02,7.656841e-02,7.714511e-02
3.000000e-12,-3.067957e-03,3.050847e-02,8.295662e-02,8.387087e-02
3.200000e-12,-3.264292e-03,3.284470e-02,8.925175e-02,9.048088e-02
3.400000e-12,-3.457944e-03,3.512089e-02,9.551363e-02,9.704554e-02
3.600000e-12,-3.631603e-03,3.739558e-02,1.017942e-01,1.036215e-01
3.800000e-12,-3.780784e-03,3.970950e-02,1.081295e-01,1.102478e-01
4.000000e-12,-3.911026e-03,4.208286e-02,1.145359e-01,1.169450e-01
4.200000e-12,-4.032438e-03,4.451815e-02,1.210114e-01,1.237177e-01
4.400000e-12,-4.154328e-03,4.700600e-02,1.275411e-01,1.305575e-01
4.600000e-12,-4.281870e-03,4.953151e-02,1.341045e-01,1.374487e-01
4.800000e-12,-4.415425e-03,5.207931e-02,1.406824e-01,1.443726e-01
5.000000e-12,-4.551968e-03,5.463649e-02,1.472611e-01,1.513115e-01
5.200000e-12,-4.687458e-03,5.719367e-02,1.538338e-01,1.582517e-01
5.400000e-12,-4.818931e-03,5.974475e-02,1.603998e-01,1.651848e-01
5.600000e-12,-4.945563e-03,6.228630e-02,1.669615e-01,1.721074e-01
5.800000e-12,-5.068558e-03,6.481692e-02,1.735222e-01,1.790203e-01
6.000000e-12,-5.190199e-03,6.733689e-02,1.800848e-01,1.859272e-01
6.200000e-12,-5.312661e-03,6.984793e-02,1.866508e-01,1.928327e-01
6.400000e-12,-5.437112e-03,7.235298e-02,1.932209e-01,1.997417e-01
6.600000e-12,-5.563389e-03,7.485577e-02,1.997958e-01,2.066585e-01
6.800000e-12,-5.690262e-03,7.736017e-02,2.063763e-01,2.135861e-01
7.000000e-12,-5.816038e-03,7.986953e-02,2.129640e-01,2.205264e-01
7.200000e-12,-5.939226e-03,8.238607e-02,2.195606e-01,2.274804e-01
7.400000e-12,-6.058997e-03,8.491063e-02,2.261678e-01,2.344482e-01
7.600000e-12,-6.175308e-03,8.744272e-02,2.327865e-01,2.414293e-01
7.800000e-12,-6.288746e-03,8.998091e-02,2.394171e-01,2.484233e-01
8.000000e-12,-6.400177e-03,9.252338e-02,2.460591e-01,2.554292e-01
8.200000e-12,-6.510397e-03,9.506845e-02,2.527117e-01,2.624466e-01
8.400000e-12,-6.619878e-03,9.761497e-02,2.593741e-01,2.694752e-01
8.600000e-12,-6.728686e-03,1.001625e-01,2.660457e-01,2.765149e-01
8.800000e-12,-6.836547e-03,1.027111e-01,2.727265e-01,2.835660e-01
9.000000e-12,-6.943008e-03,1.052614e-01,2.794168e-01,2.906290e-01
9.200000e-12,-7.047606e-03,1.078141e-01,2.861173e-01,2.977046e-01
9.400000e-12,-7.149992e-03,1.103700e-01,2.928287e-01,3.047936e-01
9.600000e-12,-7.249988e-03,1.129294e-01,2.995518e-01,3.118967e-01
9.800000e-12,-7.347564e-03,1.154927e-01,3.062871e-01,3.190146e-01
1.000000e-11,-7.442781e-03,1.180600e-01,3.130352e-01,3.261478e-01
1.020000e-11,-7.535719e-03,1.206314e-01,3.197963e-01,3.332967e-01
1.040000e-11,-7.626425e-03,1.232067e-01,3.265707e-01,3.404618e-01
1.060000e-11,-7.714888e-03,1.257861e-01,3.333587e-01,3.476434e-01
1.080000e-11,-7.801046e-03,1.283696e-01,3.401606e-01,3.548418e-01
1.100000e-11,-7.884805e-03,1.309573e-01,3.469768e-01,3.620575e-01
1.120000e-11,-7.966060e-03,1.335491e-01,3.538076e-01,3.692908e-01
1.140000e-11,-8.044718e-03,1.361454e-01,3.606533e-01,3.765423e-01
1.160000e-11,-8.120697e-03,1.387460e-01,3.675144e-01,3.838123e-01
1.180000e-11,-8.193930e-03,1.413511e-01,3.743912e-01,3.911015e-01
1.200000e-11,-8.264350e-03,1.439608e-01,3.812842e-01,3.984104e-01
1.220000e-11,-8.331883e-03,1.465753e-01,3.881937e-01,4.057395e-01
1.240000e-11,-8.396448e-03,1.491946e-01,3.951202e-01,4.130894e-01
1.260000e-11,-8.457953e-03,1.518189e-01,4.020642e-01,4.204605e-01
1.280000e-11,-8.516301e-03,1.544484e-01,4.090259e-01,4.278535e-01
1.300000e-11,-8.571398e-03,1.570832e-01,4.160061e-01,4.352690e-01
1.320000e-11,-8.623153e-03,1.597235e-01,4.230050e-01,4.427074e-01
1.340000e-11,-8.671481e-03,1.623694e-01,4.300231e-01,4.501694e-01
1.360000e-11,-8.716299e-03,1.650210e-01,4.370610e-01,4.576556e-01
1.380000e-11,-8.757524e-03,1.676785e-01,4.441190e-01,4.651666e-01
1.400000e-11,-8.795069e-03,1.703419e-01,4.511978e-01,4.727030e-01
1.420000e-11,-8.828839e-03,1.730114e-01,4.582977e-01,4.802655e-01
1.440000e-11,-8.858733e-03,1.756872e-01,4.654194e-01,4.878549e-01
1.460000e-11,-8.884641e-03,1.783694e-01,4.725633e-01,4.954716e-01
1.480000e-11,-8.906450e-03,1.810581e-01,4.797299e-01,5.031165e-01
1.500000e-11,-8.924044e-03,1.837535e-01,4.869200e-01,5.107903e-01
1.520000e-11,-8.937307e-03,1.864559e-01,4.941339e-01,5.184937e-01
1.540000e-11,-8.946121e-03,1.891652e-01,5.013723e-01,5.262275e-01
1.560000e-11,-8.950368e-03,1.918818e-01,5.086358e-01,5.339924e-01
1.580000e-11,-8.949927e-03,1.946058e-01,5.159250e-01,5.417892e-01
1.600000e-11,-8.944673e-03,1.973373e-01,5.232405e-01,5.496189e-01
1.620000e-11,-8.934478e-03,2.000766e-01,5.305830e-01,5.574821e-01
1.640000e-11,-8.919205e-03,2.028238e-01,5.379531e-01,5.653798e-01
1.660000e-11,-8.898716e-03,2.055791e-01,5.453515e-01,5.733129e-01
1.680000e-11,-8.872866e-03,2.083427e-01,5.527790e-01,5.812824e-01
1.700000e-11,-8.841503e-03,2.111148e-01,5.602361e-01,5.892891e-01
1.720000e-11,-8.804475e-03,2.138956e-01,5.677237e-01,5.973340e-01
1.740000e-11,-8.761621e-03,2.166854e-01,5.752425e-01,6.054182e-01
1.760000e-11,-8.712778e-03,2.194842e-01,5.827934e-01,6.135428e-01
1.780000e-11,-8.657777e-03,2.222925e-01,5.903770e-01,6.217087e-01
1.800000e-11,-8.596442e-03,2.251103e-01,5.979943e-01,6.299171e-01
1.820000e-11,-8.528592e-03,2.279379e-01,6.056460e-01,6.381692e-01
1.840000e-11,-8.454037e-03,2.307756e-01,6.133331e-01,6.464662e-01
1.860000e-11,-8.372583e-03,2.336236e-01,6.210565e-01,6.548092e-01
1.880000e-11,-8.284026e-03,2.364822e-01,6.288171e-01,6.631996e-01
1.900000e-11,-8.188156e-03,2.393516e-01,6.366159e-01,6.716388e-01
1.920000e-11,-8.084753e-03,2.422321e-01,6.444539e-01,6.801280e-01
1.940000e-11,-7.973591e-03,2.451240e-01,6.523321e-01,6.886687e-01
1.960000e-11,-7.854434e-03,2.480275e-01,6.602516e-01,6.972623e-01
1.980000e-11,-7.727036e-03,2.509430e-01,6.682135e-01,7.059105e-01
2.000000e-11,-7.591142e-03,2.538708e-01,6.762189e-01,7.146148e-01
2.020000e-11,-7.415701e-03,2.567790e-01,6.840775e-01,7.232716e-01
2.040000e-11,-7.108617e-03,2.595518e-01,6.911397e-01,7.314374e-01
2.060000e-11,-6.609977e-03,2.620486e-01,6.967877e-01,7.385170e-01
2.080000e-11,-5.943884e-03,2.641479e-01,7.007725e-01,7.440684e-01
2.100000e-11,-5.205136e-03,2.657586e-01,7.031855e-01,7.479290e-01
2.120000e-11,-4.518788e-03,2.668287e-01,7.043134e-01,7.501927e-01
2.140000e-11,-3.995566e-03,2.673571e-01,7.045053e-01,7.511242e-01
2.160000e-11,-3.698989e-03,2.673995e-01,7.040868e-01,7.510671e-01
2.180000e-11,-3.633155e-03,2.670619e-01,7.033214e-01,7.503700e-01
2.200000e-11,-3.751351e-03,2.664828e-01,7.024063e-01,7.493394e-01
2.220000e-11,-3.978402e-03,2.658078e-01,7.014830e-01,7.482160e-01
2.240000e-11,-4.236550e-03,2.651636e-01,7.006516e-01,7.471691e-01
2.260000e-11,-4.465817e-03,2.646402e-01,6.999782e-01,7.463020e-01
2.280000e-11,-4.633843e-03,2.642825e-01,6.994985e-01,7.456632e-01
2.300000e-11,-4.734899e-03,2.640940e-01,6.992185e-01,7.452592e-01
2.320000e-11,-4.781451e-03,2.640480e-01,6.991176e-01,7.450671e-01
2.340000e-11,-4.793164e-03,2.641021e-01,6.991552e-01,7.450460e-01
2.360000e-11,-4.787711e-03,2.642118e-01,6.992806e-01,7.451466e-01
2.380000e-11,-4.775852e-03,2.643405e-01,6.994441e-01,7.453197e-01
2.400000e-11,-4.761058e-03,2.644629e-01,6.996062e-01,7.455218e-01
2.420000e-11,-4.742231e-03,2.645656e-01,6.997418e-01,7.457188e-01
2.440000e-11,-4.717428e-03,2.646439e-01,6.998410e-01,7.458881e-01
2.460000e-11,-4.686717e-03,2.646981e-01,6.999048e-01,7.460177e-01
2.480000e-11,-4.653182e-03,2.647307e-01,6.999409e-01,7.461047e-01
2.500000e-11,-4.622103e-03,2.647445e-01,6.999580e-01,7.461526e-01
2.520000e-11,-4.599047e-03,2.647425e-01,6.999631e-01,7.461688e-01
2.540000e-11,-4.587871e-03,2.647280e-01,6.999604e-01,7.461622e-01
2.560000e-11,-4.589485e-03,2.647049e-01,6.999517e-01,7.461415e-01
2.580000e-11,-4.601721e-03,2.646777e-01,6.999376e-01,7.461141e-01
2.600000e-11,-4.620225e-03,2.646514e-01,6.999192e-01,7.460857e-01
2.620000e-11,-4.639902e-03,2.646298e-01,6.998986e-01,7.460604e-01
2.640000e-11,-4.656361e-03,2.646157e-01,6.998783e-01,7.460406e-01
2.660000e-11,-4.666897e-03,2.646097e-01,6.998613e-01,7.460274e-01
2.680000e-11,-4.670818e-03,2.646109e-01,6.998497e-01,7.460209e-01
2.700000e-11,-4.669146e-03,2.646171e-01,6.998445e-01,7.460203e-01
2.720000e-11,-4.663920e-03,2.646256e-01,6.998452e-01,7.460242e-01
2.740000e-11,-4.657411e-03,2.646339e-01,6.998503e-01,7.460310e-01
2.760000e-11,-4.651480e-03,2.646403e-01,6.998575e-01,7.460391e-01
2.780000e-11,-4.647244e-03,2.646441e-01,6.998649e-01,7.460471e-01
2.800000e-11,-4.645031e-03,2.646455e-01,6.998710e-01,7.460539e-01
2.820000e-11,-4.644574e-03,2.646451e-01,6.998751e-01,7.460590e-01
2.840000e-11,-4.645294e-03,2.646438e-01,6.998771e-01,7.460622e-01
2.860000e-11,-4.646574e-03,2.646424e-01,6.998774e-01,7.460637e-01
2.880000e-11,-4.647932e-03,2.646411e-01,6.998767e-01,7.460640e-01
2.900000e-11,-4.649091e-03,2.646403e-01,6.998755e-01,7.460634e-01
2.920000e-11,-4.649954e-03,2.646399e-01,6.998742e-01,7.460626e-01
2.940000e-11,-4.650535e-03,2.646397e-01,6.998732e-01,7.460617e-01
2.970000e-11,-4.650997e-03,2.646394e-01,6.998722e-01,7.460610e-01
2.990000e-11,-4.651094e-03,2.646393e-01,6.998718e-01,7.460610e-01
3.010000e-11,-4.651047e-03,2.646392e-01,6.998715e-01,7.460611e-01
3.030000e-11,-4.650875e-03,2.646393e-01,6.998714e-01,7.460615e-01
3.050000e-11,-4.650607e-03,2.646394e-01,6.998714e-01,7.460618e-01
3.070000e-11,-4.650295e-03,2.646396e-01,6.998714e-01,7.460622e-01
3.090000e-11,-4.650003e-03,2.646398e-01,6.998716e-01,7.460625e-01
3.110000e-11,-4.649789e-03,2.646400e-01,6.998717e-01,7.460627e-01
3.130000e-11,-4.649693e-03,2.646401e-01,6.998719e-01,7.460628e-01
3.150000e-11,-4.649722e-03,2.646402e-01,6.998720e-01,7.460630e-01
3.170000e-11,-4.649850e-03,2.646401e-01,6.998721e-01,7.460631e-01
3.190000e-11,-4.650031e-03,2.646400e-01,6.998721e-01,7.460632e-01
3.210000e-11,-4.650213e-03,2.646398e-01,6.998722e-01,7.460633e-01
3.230000e-11,-4.650351e-03,2.646398e-01,6.998722e-01,7.460634e-01
3.250000e-11,-4.650422e-03,2.646397e-01,6.998721e-01,7.460636e-01
3.270000e-11,-4.650425e-03,2.646397e-01,6.998721e-01,7.460637e-01
3.290000e-11,-4.650377e-03,2.646398e-01,6.998721e-01,7.460637e-01
3.310000e-11,-4.650303e-03,2.646399e-01,6.998721e-01,7.460638e-01
3.330000e-11,-4.650231e-03,2.646399e-01,6.998721e-01,7.460638e-01
3.350000e-11,-4.650181e-03,2.646399e-01,6.998721e-01,7.460638e-01
3.370000e-11,-4.650160e-03,2.646399e-01,6.998721e-01,7.460638e-01
3.390000e-11,-4.650165e-03,2.646399e-01,6.998721e-01,7.460639e-01
3.410000e-11,-4.650189e-03,2.646399e-01,6.998721e-01,7.460639e-01
3.430000e-11,-4.650218e-03,2.646399e-01,6.998721e-01,7.460639e-01
3.450000e-11,-4.650244e-03,2.646399e-01,6.998721e-01,7.460639e-01
3.470000e-11,-4.650259e-03,2.646399e-01,6.998721e-01,7.460639e-01
3.490000e-11,-4.650264e-03,2.646399e-01,6.998721e-01,7.460639e-01
3.510000e-11,-4.650261e-03,2.646399e-01,6.998721e-01,7.460640e-01
3.530000e-11,-4.650253e-03,2.646399e-01,6.998721e-01,7.460640e-01
3.550000e-11,-4.650247e-03,2.646399e-01,6.998721e-01,7.460640e-01
3.570000e-11,-4.650243e-03,2.646399e-01,6.998721e-01,7.460640e-01
3.590000e-11,-4.650242e-03,2.646399e-01,6.998721e-01,7.460640e-01
3.610000e-11,-4.650244e-03,2.646399e-01,6.998721e-01,7.460640e-01
3.630000e-11,-4.650248e-03,2.646399e-01,6.998721e-01,7.460640e-01
3.650000e-11,-4.650251e-03,2.646399e-01,6.998721e-01,7.460640e-01
3.670000e-11,-4.650253e-03,2.646399e-01,6.998721e-01,7.460640e-01
3.690000e-11,-4.650253e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.710000e-11,-4.650251e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.730000e-11,-4.650250e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.750000e-11,-4.650248e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.770000e-11,-4.650248e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.790000e-11,-4.650248e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.810000e-11,-4.650249e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.830000e-11,-4.650251e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.850000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.870000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.890000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.910000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.930000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.950000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.970000e-11,-4.650251e-03,2.646399e-01,6.998721e-01,7.460641e-01
3.990000e-11,-4.650251e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.010000e-11,-4.650251e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.030000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.050000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.070000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.090000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.110000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.130000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.150000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.170000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.190000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.210000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.230000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.250000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.270000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.290000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.310000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.330000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.350000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.370000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.390000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.410000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.430000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.450000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.470000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.490000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.510000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.530000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.550000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.570000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.590000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.610000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.630000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.650000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.670000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.690000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.710000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.730000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.750000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.770000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.790000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.810000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.830000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.850000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.870000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.890000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.910000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.930000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.950000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.970000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
4.990000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.010000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.030000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.050000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.070000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.090000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.110000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.130000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.150000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.170000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.190000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.210000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.230000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.250000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.270000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.290000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.310000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.330000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.350000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.370000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.390000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.410000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.430000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.450000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.470000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.490000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.510000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.530000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.550000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.570000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.590000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.610000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.630000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.650000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.670000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.690000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.710000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.730000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.750000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.770000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.790000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.810000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.830000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.850000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.870000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.890000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.910000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.930000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.950000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.970000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
5.990000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.010000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.030000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.050000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.070000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.090000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.110000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.130000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.150000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.170000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.190000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.210000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.230000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.250000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.270000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.290000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.310000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.330000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.350000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.370000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.390000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.410000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.430000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.450000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.470000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.490000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.510000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.530000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.550000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.570000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.590000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.610000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.630000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.650000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.670000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.690000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.710000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.730000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.750000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.770000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
6.790000e-11,-4.650252e-03,2.646399e-01,6.998721e-01,7.460641e-01
