time,"P(B2)","P(B5)","P(B8)","P(B11)"
1.849000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.851000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.853000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.855000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.857000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.859000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.861000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.863000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.865000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.867000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.869000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.871000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.873000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.875000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.877000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.879000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.881000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.883000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.885000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.887000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.889000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.891000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.893000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.895000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.897000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.899000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.901000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.903000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.905000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.907000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.909000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.911000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.913000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.915000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.917000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.919000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.921000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.923000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.925000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.927000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.929000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.931000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.933000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.935000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.937000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.939000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.941000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.943000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.945000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.947000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.949000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.951000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.953000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.955000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.957000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.959000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.961000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.963000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.965000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.967000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.969000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.971000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.973000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.975000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.977000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.979000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.981000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.983000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.985000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.987000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.989000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.991000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.993000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.995000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.997000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
1.999000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
2.001000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
2.003000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
2.005000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
2.007000e-10,6.111263e+00,7.282927e-01,5.654187e+00,8.354927e-01
2.009000e-10,6.111264e+00,7.282928e-01,5.654187e+00,8.354927e-01
2.011000e-10,6.111265e+00,7.282929e-01,5.654187e+00,8.354928e-01
2.013000e-10,6.111270e+00,7.282932e-01,5.654188e+00,8.354929e-01
2.015000e-10,6.111281e+00,7.282941e-01,5.654189e+00,8.354933e-01
2.017000e-10,6.111307e+00,7.282961e-01,5.654191e+00,8.354943e-01
2.019000e-10,6.111360e+00,7.283003e-01,5.654196e+00,8.354965e-01
2.021000e-10,6.111460e+00,7.283083e-01,5.654205e+00,8.355011e-01
2.023000e-10,6.111634e+00,7.283225e-01,5.654222e+00,8.355100e-01
2.025000e-10,6.111919e+00,7.283460e-01,5.654249e+00,8.355261e-01
2.027000e-10,6.112356e+00,7.283825e-01,5.654291e+00,8.355536e-01
2.029000e-10,6.112990e+00,7.284361e-01,5.654352e+00,8.355977e-01
2.031000e-10,6.113861e+00,7.285108e-01,5.654437e+00,8.356649e-01
2.033000e-10,6.115004e+00,7.286102e-01,5.654549e+00,8.357625e-01
2.035000e-10,6.116437e+00,7.287365e-01,5.654690e+00,8.358978e-01
2.037000e-10,6.118166e+00,7.288912e-01,5.654862e+00,8.360776e-01
2.039000e-10,6.120181e+00,7.290741e-01,5.655064e+00,8.363073e-01
2.041000e-10,6.122468e+00,7.292846e-01,5.655295e+00,8.365907e-01
2.043000e-10,6.125016e+00,7.295222e-01,5.655555e+00,8.369296e-01
2.045000e-10,6.127830e+00,7.297878e-01,5.655845e+00,8.373244e-01
2.047000e-10,6.130949e+00,7.300845e-01,5.656169e+00,8.377753e-01
2.049000e-10,6.134458e+00,7.304193e-01,5.656537e+00,8.382839e-01
2.051000e-10,6.138492e+00,7.308037e-01,5.656962e+00,8.388553e-01
2.053000e-10,6.143244e+00,7.312544e-01,5.657464e+00,8.395005e-01
2.055000e-10,6.148964e+00,7.317929e-01,5.658065e+00,8.402382e-01
2.057000e-10,6.155958e+00,7.324465e-01,5.658797e+00,8.410962e-01
2.059000e-10,6.164587e+00,7.332478e-01,5.659695e+00,8.421131e-01
2.061000e-10,6.175274e+00,7.342358e-01,5.660801e+00,8.433388e-01
2.063000e-10,6.188514e+00,7.354569e-01,5.662165e+00,8.448354e-01
2.065000e-10,6.204881e+00,7.369659e-01,5.663847e+00,8.466780e-01
2.067000e-10,6.225045e+00,7.388282e-01,5.665919e+00,8.489566e-01
2.069000e-10,6.249806e+00,7.411224e-01,5.668467e+00,8.517785e-01
2.071000e-10,6.280137e+00,7.439456e-01,5.671596e+00,8.552722e-01
2.073000e-10,6.317273e+00,7.474205e-01,5.675441e+00,8.595940e-01
2.075000e-10,6.362785e+00,7.517042e-01,5.680175e+00,8.649375e-01
2.077000e-10,6.418630e+00,7.569956e-01,5.686013e+00,8.715464e-01
2.079000e-10,6.487167e+00,7.635381e-01,5.693218e+00,8.797290e-01
2.081000e-10,6.571179e+00,7.716240e-01,5.702099e+00,8.898755e-01
2.083000e-10,6.674012e+00,7.816055e-01,5.713020e+00,9.024786e-01
2.085000e-10,6.799761e+00,7.939081e-01,5.726414e+00,9.181600e-01
2.087000e-10,6.953019e+00,8.090098e-01,5.742753e+00,9.376984e-01
2.089000e-10,7.137276e+00,8.273029e-01,5.762382e+00,9.620328e-01
2.091000e-10,7.351570e+00,8.487834e-01,5.785138e+00,9.921980e-01
2.093000e-10,7.587139e+00,8.727001e-01,5.809924e+00,1.029158e+00
2.095000e-10,7.827108e+00,8.974785e-01,5.834658e+00,1.073573e+00
2.097000e-10,8.050056e+00,9.211229e-01,5.856880e+00,1.125582e+00
2.099000e-10,8.235140e+00,9.419419e-01,5.874790e+00,1.184720e+00
2.101000e-10,8.366079e+00,9.592112e-01,5.888111e+00,1.250006e+00
2.103000e-10,8.432990e+00,9.734503e-01,5.898284e+00,1.320210e+00
2.105000e-10,8.432420e+00,9.862236e-01,5.907906e+00,1.394213e+00
2.107000e-10,8.366258e+00,9.995956e-01,5.919733e+00,1.471381e+00
2.109000e-10,8.240231e+00,1.015493e+00,5.935712e+00,1.551862e+00
2.111000e-10,8.062746e+00,1.035209e+00,5.956451e+00,1.636774e+00
2.113000e-10,7.844642e+00,1.059191e+00,5.981229e+00,1.728222e+00
2.115000e-10,7.599758e+00,1.087075e+00,6.008442e+00,1.829175e+00
2.117000e-10,7.345409e+00,1.117869e+00,6.036148e+00,1.943187e+00
2.119000e-10,7.101434e+00,1.150118e+00,6.062451e+00,2.074076e+00
2.121000e-10,6.887272e+00,1.182009e+00,6.085632e+00,2.225689e+00
2.123000e-10,6.718044e+00,1.211448e+00,6.104125e+00,2.401947e+00
2.125000e-10,6.601511e+00,1.236220e+00,6.116555e+00,2.607273e+00
2.127000e-10,6.537166e+00,1.254289e+00,6.121967e+00,2.847342e+00
2.129000e-10,6.517403e+00,1.264189e+00,6.120193e+00,3.129745e+00
2.131000e-10,6.529922e+00,1.265414e+00,6.112140e+00,3.463770e+00
2.133000e-10,6.560466e+00,1.258633e+00,6.099811e+00,3.857831e+00
2.135000e-10,6.595319e+00,1.245661e+00,6.085953e+00,4.312716e+00
2.137000e-10,6.623205e+00,1.229142e+00,6.073439e+00,4.810772e+00
2.139000e-10,6.636472e+00,1.212028e+00,6.064559e+00,5.308008e+00
2.141000e-10,6.631560e+00,1.196947e+00,6.060451e+00,5.741892e+00
2.143000e-10,6.608852e+00,1.185614e+00,6.060813e+00,6.056821e+00
2.145000e-10,6.572010e+00,1.178438e+00,6.063958e+00,6.228968e+00
2.147000e-10,6.526902e+00,1.174409e+00,6.067187e+00,6.272967e+00
2.149000e-10,6.480205e+00,1.171294e+00,6.067370e+00,6.231307e+00
2.151000e-10,6.437913e+00,1.166091e+00,6.061599e+00,6.156977e+00
2.153000e-10,6.404029e+00,1.155619e+00,6.047739e+00,6.097858e+00
2.155000e-10,6.379760e+00,1.137100e+00,6.024752e+00,6.086873e+00
2.157000e-10,6.363394e+00,1.108631e+00,5.992738e+00,6.138496e+00
2.159000e-10,6.350914e+00,1.069468e+00,5.952715e+00,6.249911e+00
2.161000e-10,6.337155e+00,1.020126e+00,5.906269e+00,6.404804e+00
2.163000e-10,6.317235e+00,9.623588e-01,5.855255e+00,6.578776e+00
2.165000e-10,6.287913e+00,8.990587e-01,5.801703e+00,6.745727e+00
2.167000e-10,6.248569e+00,8.341371e-01,5.747960e+00,6.883924e+00
2.169000e-10,6.201530e+00,7.722797e-01,5.696906e+00,6.980112e+00
2.171000e-10,6.151644e+00,7.184516e-01,5.651951e+00,7.030949e+00
2.173000e-10,6.105127e+00,6.770916e-01,5.616576e+00,7.042110e+00
2.175000e-10,6.068028e+00,6.511602e-01,5.593493e+00,7.025834e+00
2.177000e-10,6.044746e+00,6.413807e-01,5.583762e+00,6.997548e+00
2.179000e-10,6.037042e+00,6.460080e-01,5.586293e+00,6.972133e+00
2.181000e-10,6.043784e+00,6.612561e-01,5.598014e+00,6.960569e+00
2.183000e-10,6.061408e+00,6.822462e-01,5.614656e+00,6.967816e+00
2.185000e-10,6.084899e+00,7.041472e-01,5.631900e+00,6.992470e+00
2.187000e-10,6.108966e+00,7.231452e-01,5.646419e+00,7.028192e+00
2.189000e-10,6.129125e+00,7.369922e-01,5.656501e+00,7.066233e+00
2.191000e-10,6.142450e+00,7.450625e-01,5.662053e+00,7.098173e+00
2.193000e-10,6.147875e+00,7.480085e-01,5.664120e+00,7.118081e+00
2.195000e-10,6.146057e+00,7.472077e-01,5.664169e+00,7.123673e+00
2.197000e-10,6.138914e+00,7.442015e-01,5.663444e+00,7.116415e+00
2.199000e-10,6.128987e+00,7.402841e-01,5.662617e+00,7.100725e+00
2.201000e-10,6.118797e+00,7.363090e-01,5.661775e+00,7.082573e+00
2.203000e-10,6.110345e+00,7.326988e-01,5.660655e+00,7.067847e+00
2.205000e-10,6.104811e+00,7.295836e-01,5.658970e+00,7.060889e+00
2.207000e-10,6.102501e+00,7.269740e-01,5.656659e+00,7.063586e+00
2.209000e-10,6.102982e+00,7.248893e-01,5.653974e+00,7.075176e+00
2.211000e-10,6.105343e+00,7.234062e-01,5.651399e+00,7.092770e+00
2.213000e-10,6.108500e+00,7.226320e-01,5.649468e+00,7.112322e+00
2.215000e-10,6.111471e+00,7.226376e-01,5.648565e+00,7.129743e+00
2.217000e-10,6.113565e+00,7.233935e-01,5.648802e+00,7.141844e+00
2.219000e-10,6.114471e+00,7.247419e-01,5.649996e+00,7.146930e+00
2.221000e-10,6.114237e+00,7.264168e-01,5.651752e+00,7.144974e+00
2.223000e-10,6.113180e+00,7.281020e-01,5.653599e+00,7.137407e+00
2.225000e-10,6.111753e+00,7.295057e-01,5.655125e+00,7.126628e+00
2.227000e-10,6.110405e+00,7.304236e-01,5.656077e+00,7.115362e+00
2.229000e-10,6.109483e+00,7.307752e-01,5.656391e+00,7.106030e+00
2.231000e-10,6.109164e+00,7.306042e-01,5.656164e+00,7.100266e+00
2.233000e-10,6.109450e+00,7.300490e-01,5.655594e+00,7.098679e+00
2.235000e-10,6.110195e+00,7.292961e-01,5.654899e+00,7.100880e+00
2.237000e-10,6.111169e+00,7.285311e-01,5.654262e+00,7.105737e+00
2.239000e-10,6.112121e+00,7.279002e-01,5.653798e+00,7.111761e+00
2.241000e-10,6.112841e+00,7.274894e-01,5.653546e+00,7.117497e+00
2.243000e-10,6.113201e+00,7.273208e-01,5.653489e+00,7.121842e+00
2.245000e-10,6.113167e+00,7.273648e-01,5.653573e+00,7.124217e+00
2.247000e-10,6.112795e+00,7.275590e-01,5.653737e+00,7.124585e+00
2.249000e-10,6.112204e+00,7.278289e-01,5.653924e+00,7.123353e+00
2.251000e-10,6.111542e+00,7.281055e-01,5.654093e+00,7.121182e+00
2.253000e-10,6.110946e+00,7.283371e-01,5.654221e+00,7.118794e+00
2.255000e-10,6.110520e+00,7.284938e-01,5.654298e+00,7.116791e+00
2.257000e-10,6.110317e+00,7.285671e-01,5.654325e+00,7.115547e+00
2.259000e-10,6.110336e+00,7.285659e-01,5.654313e+00,7.115179e+00
2.261000e-10,6.110532e+00,7.285105e-01,5.654274e+00,7.115572e+00
2.263000e-10,6.110834e+00,7.284258e-01,5.654224e+00,7.116465e+00
2.265000e-10,6.111162e+00,7.283358e-01,5.654176e+00,7.117541e+00
2.267000e-10,6.111446e+00,7.282597e-01,5.654141e+00,7.118519e+00
2.269000e-10,6.111640e+00,7.282093e-01,5.654126e+00,7.119205e+00
2.271000e-10,6.111725e+00,7.281883e-01,5.654129e+00,7.119520e+00
2.273000e-10,6.111708e+00,7.281938e-01,5.654146e+00,7.119493e+00
2.275000e-10,6.111614e+00,7.282181e-01,5.654171e+00,7.119221e+00
2.277000e-10,6.111479e+00,7.282512e-01,5.654194e+00,7.118837e+00
2.279000e-10,6.111339e+00,7.282837e-01,5.654209e+00,7.118466e+00
2.281000e-10,6.111223e+00,7.283085e-01,5.654213e+00,7.118198e+00
2.283000e-10,6.111147e+00,7.283220e-01,5.654208e+00,7.118075e+00
2.285000e-10,6.111117e+00,7.283240e-01,5.654196e+00,7.118094e+00
2.287000e-10,6.111125e+00,7.283170e-01,5.654182e+00,7.118219e+00
2.289000e-10,6.111161e+00,7.283052e-01,5.654170e+00,7.118396e+00
2.291000e-10,6.111208e+00,7.282927e-01,5.654164e+00,7.118573e+00
2.293000e-10,6.111254e+00,7.282829e-01,5.654165e+00,7.118710e+00
2.295000e-10,6.111289e+00,7.282775e-01,5.654170e+00,7.118788e+00
2.297000e-10,6.111310e+00,7.282769e-01,5.654178e+00,7.118804e+00
2.299000e-10,6.111315e+00,7.282800e-01,5.654187e+00,7.118773e+00
2.301000e-10,6.111309e+00,7.282852e-01,5.654193e+00,7.118715e+00
2.303000e-10,6.111296e+00,7.282906e-01,5.654196e+00,7.118654e+00
2.305000e-10,6.111281e+00,7.282950e-01,5.654196e+00,7.118604e+00
2.307000e-10,6.111268e+00,7.282974e-01,5.654194e+00,7.118577e+00
2.309000e-10,6.111260e+00,7.282979e-01,5.654190e+00,7.118574e+00
2.311000e-10,6.111256e+00,7.282969e-01,5.654187e+00,7.118590e+00
2.313000e-10,6.111255e+00,7.282950e-01,5.654184e+00,7.118616e+00
2.315000e-10,6.111258e+00,7.282930e-01,5.654183e+00,7.118645e+00
2.317000e-10,6.111261e+00,7.282914e-01,5.654183e+00,7.118670e+00
2.319000e-10,6.111264e+00,7.282905e-01,5.654184e+00,7.118685e+00
2.321000e-10,6.111266e+00,7.282903e-01,5.654185e+00,7.118691e+00
2.323000e-10,6.111267e+00,7.282907e-01,5.654186e+00,7.118689e+00
2.325000e-10,6.111267e+00,7.282914e-01,5.654188e+00,7.118682e+00
2.327000e-10,6.111266e+00,7.282921e-01,5.654188e+00,7.118674e+00
2.329000e-10,6.111265e+00,7.282927e-01,5.654188e+00,7.118666e+00
2.331000e-10,6.111264e+00,7.282931e-01,5.654188e+00,7.118662e+00
2.333000e-10,6.111264e+00,7.282933e-01,5.654188e+00,7.118661e+00
2.335000e-10,6.111264e+00,7.282932e-01,5.654187e+00,7.118663e+00
2.337000e-10,6.111264e+00,7.282930e-01,5.654187e+00,7.118667e+00
2.339000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118671e+00
2.341000e-10,6.111264e+00,7.282927e-01,5.654187e+00,7.118675e+00
2.343000e-10,6.111265e+00,7.282926e-01,5.654187e+00,7.118677e+00
2.345000e-10,6.111265e+00,7.282925e-01,5.654187e+00,7.118678e+00
2.347000e-10,6.111264e+00,7.282926e-01,5.654187e+00,7.118678e+00
2.349000e-10,6.111264e+00,7.282926e-01,5.654187e+00,7.118678e+00
2.351000e-10,6.111264e+00,7.282927e-01,5.654187e+00,7.118677e+00
2.353000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118676e+00
2.355000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118675e+00
2.357000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118675e+00
2.359000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118675e+00
2.361000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118676e+00
2.363000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118677e+00
2.365000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118677e+00
2.367000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.369000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.371000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.373000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.375000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.377000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.379000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.381000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.383000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.385000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.387000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.389000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.391000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.393000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.395000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.397000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.399000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.401000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.403000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.405000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.407000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.409000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.411000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.413000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.415000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.417000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.419000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.421000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.423000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.425000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.427000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.429000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.431000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.433000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.435000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.437000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.439000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.441000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.443000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.445000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.447000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.449000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.451000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.453000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.455000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.457000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.459000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.461000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.463000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.465000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.467000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.469000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.471000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.473000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.475000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.477000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.479000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.481000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.483000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.485000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.487000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.489000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.491000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.493000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.495000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.497000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.499000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.501000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.503000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.505000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.507000e-10,6.111264e+00,7.282928e-01,5.654187e+00,7.118678e+00
2.509000e-10,6.111264e+00,7.282928e-01,5.654188e+00,7.118678e+00
2.511000e-10,6.111264e+00,7.282929e-01,5.654191e+00,7.118678e+00
2.513000e-10,6.111264e+00,7.282929e-01,5.654199e+00,7.118678e+00
2.515000e-10,6.111264e+00,7.282932e-01,5.654219e+00,7.118678e+00
2.517000e-10,6.111263e+00,7.282939e-01,5.654263e+00,7.118678e+00
2.519000e-10,6.111262e+00,7.282956e-01,5.654353e+00,7.118678e+00
2.521000e-10,6.111260e+00,7.282992e-01,5.654520e+00,7.118679e+00
2.523000e-10,6.111256e+00,7.283063e-01,5.654806e+00,7.118680e+00
2.525000e-10,6.111249e+00,7.283194e-01,5.655263e+00,7.118681e+00
2.527000e-10,6.111238e+00,7.283420e-01,5.655944e+00,7.118684e+00
2.529000e-10,6.111220e+00,7.283789e-01,5.656901e+00,7.118688e+00
2.531000e-10,6.111193e+00,7.284358e-01,5.658172e+00,7.118695e+00
2.533000e-10,6.111155e+00,7.285189e-01,5.659774e+00,7.118706e+00
2.535000e-10,6.111106e+00,7.286345e-01,5.661705e+00,7.118721e+00
2.537000e-10,6.111043e+00,7.287880e-01,5.663943e+00,7.118743e+00
2.539000e-10,6.110968e+00,7.289834e-01,5.666462e+00,7.118771e+00
2.541000e-10,6.110880e+00,7.292225e-01,5.669243e+00,7.118807e+00
2.543000e-10,6.110781e+00,7.295053e-01,5.672300e+00,7.118850e+00
2.545000e-10,6.110673e+00,7.298300e-01,5.675685e+00,7.118901e+00
